0	534
1	535
2	536
3	537
4	537
5	538
6	540
7	541
8	541
9	541
10	542
11	542
12	542
13	542
14	543
15	543
16	544
17	545
18	546
19	545
20	545
21	546
22	545
23	544
24	545
25	543
26	544
27	544
28	543
29	543
30	543
31	543
32	543
33	542
34	542
35	542
36	541
37	540
38	539
39	538
40	537
41	537
42	536
43	535
44	534
45	533
46	530
47	528
48	527
49	526
50	524
51	522
52	520
53	519
54	517
55	515
56	511
57	508
58	504
59	501
60	499
61	497
62	493
63	491
64	487
65	486
66	484
67	482
68	481
69	480
70	479
71	479
72	480
73	480
74	483
75	486
76	488
77	490
78	493
79	495
80	499
81	502
82	506
83	509
84	512
85	515
86	519
87	520
88	522
89	524
90	525
91	525
92	528
93	529
94	531
95	532
96	533
97	534
98	535
99	535
100	536
101	535
102	536
103	536
104	535
105	536
106	536
107	536
108	536
109	536
110	536
111	536
112	536
113	536
114	536
115	536
116	536
117	536
118	536
119	536
120	536
121	535
122	535
123	535
124	534
125	534
126	534
127	534
128	534
129	535
130	534
131	534
132	534
133	533
134	533
135	532
136	532
137	532
138	532
139	532
140	533
141	533
142	532
143	532
144	532
145	532
146	533
147	533
148	533
149	534
150	534
151	534
152	533
153	533
154	532
155	532
156	532
157	532
158	532
159	532
160	531
161	531
162	531
163	531
164	531
165	533
166	533
167	533
168	534
169	533
170	532
171	531
172	531
173	531
174	531
175	532
176	532
177	532
178	533
179	533
180	534
181	533
182	533
183	534
184	534
185	534
186	534
187	533
188	533
189	533
190	533
191	534
192	534
193	535
194	535
195	535
196	536
197	536
198	536
199	536
200	535
201	535
202	535
203	535
204	535
205	536
206	536
207	536
208	536
209	535
210	534
211	535
212	535
213	535
214	535
215	535
216	536
217	535
218	535
219	535
220	536
221	536
222	536
223	536
224	537
225	536
226	536
227	536
228	535
229	535
230	536
231	536
232	536
233	537
234	536
235	537
236	537
237	536
238	535
239	534
240	535
241	534
242	535
243	535
244	535
245	536
246	537
247	536
248	536
249	535
250	535
251	534
252	534
253	534
254	535
255	535
256	535
257	536
258	537
259	536
260	535
261	534
262	535
263	535
264	534
265	534
266	535
267	535
268	534
269	534
270	534
271	534
272	533
273	533
274	534
275	534
276	534
277	535
278	535
279	535
280	535
281	535
282	534
283	534
284	534
285	534
286	534
287	535
288	536
289	536
290	537
291	536
292	537
293	534
294	534
295	535
296	534
297	534
298	534
299	535
300	535
301	534
302	533
303	533
304	533
305	533
306	534
307	533
308	534
309	533
310	534
311	533
312	533
313	532
314	532
315	532
316	533
317	533
318	533
319	533
320	534
321	533
322	532
323	532
324	531
325	531
326	530
327	530
328	531
329	531
330	532
331	532
332	532
333	531
334	530
335	530
336	530
337	531
338	531
339	530
340	532
341	532
342	532
343	532
344	531
345	531
346	530
347	530
348	530
349	530
350	530
351	530
352	530
353	531
354	531
355	531
356	531
357	531
358	531
359	532
360	532
361	533
362	533
363	533
364	533
365	532
366	530
367	531
368	532
369	531
370	532
371	532
372	532
373	532
374	531
375	532
376	531
377	531
378	530
379	530
380	531
381	531
382	532
383	532
384	533
385	534
386	532
387	531
388	532
389	532
390	532
391	532
392	532
393	532
394	532
395	532
396	532
397	532
398	531
399	531
400	531
401	531
402	531
403	530
404	531
405	531
406	532
407	532
408	531
409	531
410	531
411	531
412	531
413	531
414	531
415	531
416	531
417	531
418	531
419	531
420	531
421	531
422	531
423	531
424	531
425	531
426	531
427	531
428	531
429	531
430	531
431	531
432	531
433	532
434	532
435	532
436	532
437	532
438	533
439	533
440	532
441	532
442	531
443	531
444	532
445	532
446	532
447	531
448	532
449	532
450	532
451	531
452	532
453	532
454	532
455	532
456	531
457	531
458	532
459	532
460	532
461	531
462	531
463	532
464	532
465	532
466	531
467	531
468	532
469	532
470	532
471	532
472	532
473	532
474	532
475	532
476	531
477	531
478	531
479	531
480	532
481	532
482	531
483	531
484	531
485	531
486	531
487	531
488	531
489	531
490	532
491	531
492	532
493	532
494	531
495	531
496	531
497	531
498	531
499	531
500	531
501	531
502	531
503	531
504	532
505	531
506	532
507	531
508	530
509	531
510	531
511	532
512	532
513	532
514	532
515	532
516	532
517	531
518	531
519	531
520	532
521	531
522	532
523	532
524	533
525	533
526	531
527	531
528	531
529	532
530	532
531	532
532	532
533	532
534	532
535	532
536	532
537	533
538	532
539	532
540	532
541	532
542	532
543	532
544	532
545	532
546	532
547	531
548	531
549	530
550	529
551	529
552	528
553	529
554	527
555	527
556	527
557	526
558	525
559	525
560	525
561	525
562	524
563	525
564	525
565	525
566	526
567	526
568	525
569	526
570	525
571	525
572	525
573	526
574	526
575	527
576	527
577	527
578	527
579	527
580	527
581	527
582	526
583	526
584	527
585	527
586	527
587	528
588	529
589	529
590	527
591	529
592	528
593	528
594	528
595	528
596	529
597	529
598	530
599	530
600	530
601	531
602	529
603	530
604	530
605	529
606	528
607	530
608	530
609	530
610	531
611	530
612	530
613	529
614	530
615	529
616	529
617	529
618	528
619	529
620	529
621	529
622	529
623	528
624	528
625	527
626	526
627	526
628	526
629	527
630	527
631	527
632	527
633	527
634	526
635	527
636	528
637	528
638	529
639	529
640	529
641	529
642	529
643	528
644	528
645	528
646	528
647	529
648	529
649	529
650	530
651	529
