1	55
102	55
203	55
304	43
405	42
506	42
607	50
708	55
809	42
910	43
1011	43
1112	56
1213	55
1314	54
1415	42
1516	43
1617	42
1718	55
1819	56
1920	49
2021	43
2122	42
2223	42
2324	43
2425	56
2526	55
2627	55
2728	42
2829	42
2930	43
3039	56
3140	56
3241	55
3342	53
3443	44
3544	43
3645	42
3746	50
3847	55
3948	43
4049	42
4150	49
4251	55
4352	43
4453	43
4554	52
4655	56
4756	44
4857	43
4958	53
5059	56
5160	45
5261	43
5362	53
5463	55
5564	44
5665	42
5766	51
5867	55
5976	43
6077	43
6178	49
6279	55
6380	44
6481	43
6582	52
6683	56
6784	46
6885	43
6986	43
7087	43
7188	49
7289	55
7390	43
7491	43
7592	53
7693	55
7794	46
7895	42
7996	43
8097	43
8198	44
8299	56
8400	56
8501	55
8605	54
8706	42
8815	42
8916	42
9017	46
9118	55
9219	42
9320	42
9421	43
9522	56
9623	55
9724	54
9825	43
9926	43
10027	43
10129	44
10231	56
10333	55
10435	55
10537	43
10639	43
10741	45
10843	56
10945	56
11047	51
11149	43
11251	42
11353	42
11455	43
11564	45
11666	55
11768	56
11870	55
11972	42
12074	42
12176	42
12278	44
12380	56
12482	55
12584	44
12686	42
12788	42
12890	55
12992	55
13094	42
13196	42
13298	42
13400	55
13502	55
13604	42
13706	43
13808	44
13910	56
14012	55
14114	52
14223	42
14325	42
14427	42
14529	42
14631	55
14733	56
14835	50
14937	42
15039	43
15141	42
15243	44
15345	56
15447	55
15549	55
15651	52
15753	42
15855	42
15957	42
16059	55
16161	55
16263	55
16365	43
16467	42
16569	45
16671	56
16780	56
16882	55
16984	56
17086	43
17188	42
17290	42
17392	55
17494	55
17596	54
17698	44
17800	42
17902	50
18004	55
18106	42
18208	43
18310	43
18412	56
18514	56
18616	54
18718	41
18820	43
18922	42
19024	43
19126	55
19228	55
19330	54
19439	42
19541	43
19643	42
19745	43
19847	56
19949	55
20051	55
20153	42
20255	42
20357	42
20459	56
20561	55
20663	55
20765	43
20867	42
20969	40
21071	56
21173	55
21275	55
21377	43
21479	43
21581	45
21683	55
21785	55
21887	54
21997	53
22099	43
22201	42
22303	42
