8,255
43,255
78,255
113,255
148,65
183,63
218,56
253,55
288,55
323,55
358,56
393,56
428,56
463,56
498,56
533,56
568,56
603,55
638,55
673,56
708,55
743,55
778,60
813,255
848,57
883,255
918,62
953,57
988,58
1023,255
1058,255
1093,56
1128,255
1163,57
1198,55
1233,63
1268,255
1303,57
1338,255
1373,255
1408,58
1443,54
1478,54
1513,55
1548,56
1583,60
1618,255
1653,255
1688,55
1723,255
1758,255
1793,56
1828,58
1863,255
1898,63
1933,255
1968,255
2003,60
2038,55
2073,55
2108,54
2143,255
2178,60
2213,58
2248,58
2283,255
2318,60
2353,255
2388,255
2423,255
2458,255
2493,255
2528,255
2563,255
2598,255
2633,255
2668,255
2703,59
2738,255
2773,255
2808,255
2843,62
2878,255
2913,60
2948,255
2983,60
3018,61
3053,255
3088,255
3123,255
3158,255
3193,52
3228,255
3263,255
3298,255
3333,255
3368,255
3403,255
3438,255
3473,40
3508,255
3543,39
3578,255
3613,255
3648,255
3683,35
3718,31
3753,31
3788,28
3823,26
3858,26
3893,24
3928,27
3963,25
3998,255
4033,255
4068,255
4103,255
4138,255
4173,255
4208,255
4243,255
4278,255
4313,255
4348,255
4383,255
4418,255
4453,255
4488,255
4523,255
4558,255
4593,255
4628,255
4663,255
4698,255
4733,255
4768,255
4803,255
4838,255
4873,255
4908,255
4943,255
4978,134
5013,133
5048,132
5083,131
5118,131
5153,131
5188,131
5223,131
5258,132
5293,255
5328,255
5363,255
5398,255
5433,255
5468,184
5503,255
5538,255
5573,255
5608,179
5643,179
5678,255
5713,255
5748,255
5783,255
5818,255
5853,255
5888,255
5923,255
5958,108
5993,105
6028,101
6063,97
6098,94
6133,91
6168,88
6203,86
6238,83
6273,80
6308,77
6343,74
6378,70
6413,67
6448,64
6483,61
6518,58
6553,55
6588,52
6623,49
6658,46
6693,43
6728,41
6763,38
6798,36
6833,34
6868,33
6903,32
6938,32
6973,32
7008,32
7043,33
7078,34
7113,36
7148,37
7183,39
7218,41
7253,44
7288,46
7323,49
7358,52
7393,55
7428,58
7463,61
7498,64
7533,67
7568,71
7603,74
7638,78
7673,81
7708,84
7743,88
7778,92
7813,96
7848,99
7883,103
7918,107
7953,111
7988,115
8023,119
8058,123
8093,127
8128,131
8163,135
8198,138
8233,141
8268,144
8303,147
8338,150
8373,154
8408,158
8443,255
8478,255
8513,255
8548,168
8583,169
8618,171
8653,174
8688,176
8723,255
8758,255
8793,255
8828,255
8863,255
8898,255
8933,255
8968,255
9003,255
9038,255
9073,255
9108,255
9143,255
9178,255
9213,255
9248,255
9283,255
9318,255
9353,255
9388,255
9423,255
9458,255
9493,255
9528,255
9563,255
9598,255
9633,255
9668,255
9703,255
9738,255
9773,255
9808,255
9843,255
9878,255
9913,206
9948,204
9983,201
10018,255
10053,255
10088,255
10123,255
10158,255
10193,190
10228,187
10263,185
10298,183
10333,181
10368,180
10403,255
10438,255
10473,255
10508,255
10543,255
10578,255
10613,255
10648,255
10683,255
10718,255
10753,255
10788,255
10823,255
10858,255
10893,151
10928,148
10963,146
10998,144
11033,141
11068,139
11103,137
11138,134
11173,132
11208,129
11243,127
11278,125
11313,122
11348,119
11383,117
11418,115
11453,112
11488,110
11523,108
11558,105
11593,103
11628,100
11663,99
11698,96
11733,94
11768,92
11803,91
11838,89
11873,87
11908,86
11943,84
11978,82
12013,81
12048,79
12083,77
12118,75
12153,74
12188,72
12223,70
12258,68
12293,66
12328,64
12363,63
12398,61
12433,60
12468,59
12503,58
12538,57
12573,56
12608,55
12643,55
12678,55
12713,54
12748,54
12783,54
12818,54
12853,55
12888,55
12923,55
12958,56
12993,57
13028,58
13063,59
13098,61
13133,62
13168,64
13203,65
13238,67
13273,69
13308,71
13343,74
13378,76
13413,78
13448,80
13483,83
13518,85
13553,87
13588,89
13623,91
13658,93
13693,94
13728,96
13763,97
13798,98
13833,99
13868,101
13903,102
13938,103
13973,104
14008,105
14043,106
14078,107
14113,108
14148,109
14183,111
14218,112
14253,113
14288,114
14323,115
14358,117
14393,118
14428,120
14463,122
14498,123
14533,126
14568,128
14603,129
14638,132
14673,134
14708,136
14743,139
14778,142
14813,255
14848,255
14883,255
14918,255
14953,255
14988,255
15023,255
15058,255
15093,255
15128,255
15163,255
15198,255
15233,255
15268,255
15303,255
15338,255
15373,255
15408,255
15443,255
15478,255
15513,197
15548,199
15583,202
15618,255
15653,255
15688,255
15723,255
15758,255
15793,255
15828,255
15863,255
15898,255
15933,255
15968,255
16003,255
16038,255
16073,255
16108,255
16143,255
16178,255
16213,255
16248,255
16283,255
16318,255
16353,255
16388,255
16423,255
16458,255
16493,255
16528,255
16563,255
16598,255
16633,255
16668,255
16703,255
16738,167
16773,163
16808,159
16843,156
16878,153
16913,150
16948,146
16983,144
17018,141
17053,138
17088,135
17123,133
17158,130
17193,128
17228,127
17263,125
17298,123
17333,121
17368,119
17403,118
17438,116
17473,115
17508,113
17543,111
17578,110
17613,108
17648,106
17683,105
17718,103
17753,101
17788,100
17823,99
17858,98
17893,96
17928,95
17963,94
17998,93
18033,92
18068,90
18103,89
18138,88
18173,87
18208,85
18243,83
18278,82
18313,80
18348,79
18383,77
18418,75
18453,74
18488,71
18523,69
18558,68
18593,66
18628,64
18663,62
18698,60
18733,59
18768,57
18803,55
18838,53
18873,51
18908,49
18943,48
18978,46
19013,44
19048,43
19083,41
19118,39
19153,37
19188,36
19223,34
19258,33
19293,31
19328,30
19363,28
19398,27
19433,26
19468,25
19503,24
19538,23
19573,23
19608,23
19643,22
19678,22
19713,22
19748,22
19783,22
19818,21
19853,21
19888,21
19923,21
19958,22
19993,22
20028,22
20063,23
20098,23
20133,24
20168,24
20203,25
20238,26
20273,28
20308,29
20343,31
20378,32
20413,34
20448,36
20483,37
20518,39
20553,41
20588,43
20623,45
20658,47
20693,50
20728,52
20763,54
20798,56
20833,58
20868,61
20903,63
20938,66
20973,69
21008,71
21043,73
21078,76
21113,78
21148,80
21183,83
21218,85
21253,87
21288,90
21323,92
21358,95
21393,97
21428,100
21463,103
21498,105
21533,108
21568,255
21603,255
21638,255
21673,255
21708,255
21743,255
21778,255
21813,255
21848,255
21883,255
21918,255
21953,255
21988,255
22023,255
22058,255
22093,255
22128,255
22163,255
22198,255
22233,255
22268,255
22303,255
22338,255
22373,255
22408,128
22443,126
22478,124
22513,123
22548,121
22583,120
22618,119
22653,118
22688,117
22723,116
22758,116
22793,114
22828,115
22863,114
22898,113
22933,112
22968,111
23003,111
