8	255
43	70
78	255
113	255
148	71
183	255
218	255
253	255
288	71
323	70
358	255
393	255
428	255
463	255
498	255
533	255
568	255
603	255
638	255
673	255
708	255
743	255
778	70
813	255
848	255
883	255
918	255
953	255
988	255
1023	71
1058	255
1094	55
1129	54
1164	52
1199	54
1234	53
1269	54
1304	255
1340	255
1376	255
1412	255
1448	255
1484	255
1520	255
1556	255
1592	255
1628	255
1664	255
1700	255
1736	255
1772	255
1808	72
1843	255
1878	255
1913	255
1948	255
1983	255
2018	72
2053	72
2088	71
2123	71
2158	71
2193	71
2228	255
2264	55
2299	55
2334	54
2369	54
2404	52
2439	52
2474	53
2509	53
2544	255
2580	255
2616	255
2652	255
